Date,PC 1 - Level,PC 2 - Slope,PC 3 - Curvature
1986-08-06,8.785913472601177,-2.7324634910970844,-2.130580681922158
1986-08-07,8.754351280726322,-2.6759684591271506,-2.1978528119964706
1986-08-08,8.559860730510993,-2.4761101119207654,-2.1541400498840657
1986-08-11,8.429444361718684,-2.4270520237501114,-1.9753715989458425
1986-08-12,8.406618836833953,-2.428394468124303,-2.0251047833489775
1986-08-13,8.351221877593765,-2.4101119382628635,-2.15295611353378
1986-08-14,8.322655138336325,-2.4146650624576576,-2.066701833786705
1986-08-15,8.364606800974054,-2.464721481223096,-2.271308229110167
1986-08-18,8.319906483133181,-2.495593534111298,-2.0061600965309596
1986-08-19,8.273730878317158,-2.3808269817254795,-2.4629344401841653
1986-08-20,8.268005874038082,-2.358272629899036,-2.6354305922015735
1986-08-21,8.394352026570196,-2.4272122152038254,-3.28959495984658
1986-08-22,8.493387470567685,-2.6804677244494917,-2.9887658246969786
1986-08-25,8.476614798936641,-2.7109708323735515,-2.947599790324086
1986-08-26,8.478815916894622,-2.6189000157118247,-3.457974326694865
1986-08-27,8.442024678882309,-2.6601921746481905,-2.9490433981149877
1986-08-28,8.489036224111322,-2.720566411146477,-3.1390666782376444
1986-08-29,8.412809283052095,-2.834205174662358,-3.0625231329717746
1986-09-02,8.360672194748147,-2.90030981205309,-2.5461150422161336
1986-09-03,8.706642828956557,-3.1589162725513273,-2.917678205716913
1986-09-04,8.742861984462476,-3.0845106240736513,-3.2585111450225988
1986-09-05,8.900137551081313,-3.2242554282921505,-3.0859113927105613
1986-09-08,8.945056031078071,-3.2600569243735946,-2.9172962681449084
1986-09-09,8.900392166024062,-3.1669040014913272,-2.951718035457045
1986-09-10,8.894528151859655,-3.1829208509465565,-2.9667538937523648
1986-09-11,9.11261209154317,-3.486035194399989,-2.677761613983847
1986-09-12,9.188702860636017,-3.55999478893226,-2.627847965180211
1986-09-15,9.196830538555073,-3.4509877250685,-3.104666008771724
1986-09-16,9.163310102263807,-3.438798787583851,-2.9947342298393953
1986-09-17,9.11538271893647,-3.296515909536331,-3.2423865273628203
1986-09-18,9.292666702246667,-3.3516623842074926,-3.4919523454470194
1986-09-19,9.420997614487117,-3.4397216337437926,-3.5518012432273727
1986-09-22,9.353605586694696,-3.391012980394961,-3.510310930580307
1986-09-23,9.275311933155166,-3.280031967220011,-3.4646118415880998
1986-09-24,9.119436896940883,-3.1958977515612106,-3.310545424101971
1986-09-25,9.086970272474167,-3.215553178406428,-3.2004495388529426
1986-09-26,9.149800134666288,-3.2300147294660615,-3.4063517411257838
1986-09-29,9.073834962364067,-3.2920694643827333,-2.7651593009243967
1986-09-30,8.94072393989866,-3.216604466428188,-2.5668933925990536
1986-10-01,8.812640352111055,-3.168016064599949,-2.320764619386332
1986-10-02,8.839045580918379,-3.210945355009659,-2.2526230334916417
1986-10-03,8.920521827519172,-3.10248449309854,-3.5288217406824267
1986-10-06,8.94646211091391,-3.1407356737265,-3.7458209470161155
1986-10-07,8.924370876137338,-3.2182700040801286,-3.466938296562476
1986-10-08,8.9609543880645,-3.315512112578882,-3.4041326665276417
1986-10-09,9.032828572021838,-3.337069590799279,-3.626969697604618
1986-10-10,9.069554041695318,-3.385552343190565,-3.631989943056493
1986-10-14,9.204762804143215,-3.5486328253758077,-3.607992901767294
1986-10-15,9.179963765466011,-3.4912414607134994,-3.456621363489164
1986-10-16,9.157897660216475,-3.539972410899346,-3.2508598632759016
1986-10-17,9.233474685131828,-3.460712568679701,-3.4921464974001655
1986-10-20,9.227914752258602,-3.4846175490603395,-3.0729606518834696
1986-10-21,9.213420514728575,-3.3476066284812274,-3.5746494070721906
1986-10-22,9.167970500060292,-3.195290507721333,-3.8499331308292453
1986-10-23,9.094129088206026,-3.1323177308727823,-3.910052249219263
1986-10-24,9.070785796050938,-3.193368137328552,-3.596235325545447
1986-10-27,9.05920179444763,-3.086912815940048,-3.855131452323144
1986-10-28,9.055130945142887,-3.1284267560120536,-3.698364767433868
1986-10-29,8.923233651354426,-3.073228308365433,-3.316172718731975
1986-10-30,8.824661061589453,-2.9835737374101767,-3.4363644314168074
1986-10-31,8.791489843121091,-3.045318856692908,-3.1610989361705824
1986-11-03,8.771622772602527,-3.0235115141604423,-3.289992783833327
1986-11-04,8.748112280910524,-2.982570647489185,-3.2226317676245784
1986-11-05,8.693400271719865,-2.970704806147788,-2.956298304843843
1986-11-06,8.819276058047125,-3.044229614221945,-3.2028422160470305
1986-11-07,8.93710532649153,-3.2065885945144466,-3.1351473934738356
1986-11-10,8.973229498040132,-2.94327518651798,-3.563401336548275
1986-11-12,8.941660826996218,-2.925904933751031,-3.612667777349344
1986-11-13,8.84794208463857,-2.9377978669810605,-3.3502268052684436
1986-11-14,8.819882147972248,-2.914018025090017,-3.4027825420029774
1986-11-17,8.575550763886588,-2.8033051452028857,-2.7919841830181484
1986-11-18,8.565052033731034,-2.8391600647740622,-2.6613472259055473
1986-11-19,8.54870359739136,-2.7742048655614173,-2.931807963083684
1986-11-20,8.543960335791807,-2.7256429073085013,-3.016470445845626
1986-11-21,8.585816881232185,-2.731398597098155,-3.2616435153827323
1986-11-24,8.530043902637145,-2.6351583484567005,-3.3419863491454374
1986-11-25,8.629474721419143,-2.691608668488895,-3.54063556856763
1986-11-26,8.636253878346315,-2.6454863825532144,-3.6710676842383623
1986-11-28,8.623665589046917,-2.688280882012391,-3.6010340142751027
1986-12-01,8.651764246108707,-2.6705047775411574,-3.6286466138794005
1986-12-02,8.541036791633516,-2.5214636423483796,-3.682137914159989
1986-12-03,8.501543943959966,-2.447242383975142,-3.7976166987557147
1986-12-04,8.481663638519738,-2.3651974914030847,-3.991552881010549
1986-12-05,8.584502679437007,-2.4954972032337284,-3.9059570998953146
1986-12-08,8.599703299899014,-2.4010387008353185,-4.174809092406034
1986-12-09,8.598885588001988,-2.350476313271088,-4.2800602437228585
1986-12-10,8.604609062370312,-2.332611582121973,-4.376198564963528
1986-12-11,8.670426583873967,-2.3963501378598258,-4.362708199597406
1986-12-12,8.691021967779971,-2.446131612915378,-4.269774865082015
1986-12-15,8.710083244108002,-2.341367937442507,-4.429639994505516
1986-12-16,8.659994740516893,-2.2531628894078986,-4.436064978912855
1986-12-17,8.645429130685702,-2.196009845656927,-4.4373682995156685
1986-12-18,8.60585340204144,-2.133968062039758,-4.352670365419199
1986-12-19,8.583062516941407,-2.157395749261948,-4.243730845565299
1986-12-22,8.540145751973585,-2.0923374728075097,-4.179577825814562
1986-12-23,8.51592250948792,-2.0291008823934527,-4.211717713548802
1986-12-24,8.474716657584365,-1.993822696884651,-4.1017971601331755
1986-12-26,8.489834419297226,-2.0373259160023123,-4.114014343704171
1986-12-29,8.577509287367437,-2.0957764998062065,-4.107792885484788
1986-12-30,8.630239932232964,-2.0765817477090094,-4.071870838740712
1986-12-31,8.677749070450762,-2.145652064094646,-4.162625673090061
1987-01-02,8.64103458343568,-2.210424403066432,-4.117578390112381
1987-01-05,8.500522910646158,-2.102567108811594,-4.033075723798551
1987-01-06,8.464513682431791,-2.094700828484473,-3.907420049416233
1987-01-07,8.41581803538207,-2.1164676891990117,-3.7786560321936684
1987-01-08,8.364491452844128,-2.180364439105975,-3.607258282175652
1987-01-09,8.297721729336644,-2.177293747498103,-3.4457176470823336
1987-01-12,8.311290772616465,-2.23025824184655,-3.326721417992294
1987-01-13,8.373240347306812,-2.2990567953257988,-3.3348037802571167
1987-01-14,8.433471700607525,-2.3626906127410026,-3.4040188114491374
1987-01-15,8.449071216736307,-2.3060052483392064,-3.658696493687184
1987-01-16,8.415633151746867,-2.2705658717388593,-3.714489552138734
1987-01-20,8.337280815967114,-2.276917532665711,-3.5224988414661396
1987-01-21,8.362262194581422,-2.2414194888049797,-3.6808546327534657
1987-01-22,8.427491637867726,-2.263640085523009,-3.878013598016411
1987-01-23,8.483752722815616,-2.2990229366162174,-3.9891974094860236
1987-01-26,8.583079079498603,-2.387846901727169,-3.9364682691708186
1987-01-27,8.58158923957521,-2.3403804523930747,-4.004817161617382
1987-01-28,8.518629315784688,-2.2319721153099636,-4.011091137715067
1987-01-29,8.502268030955657,-2.2126839580553344,-3.962689449378794
1987-01-30,8.525274321318667,-2.2383144645990267,-3.8447279552368587
1987-02-02,8.564398781801335,-2.181688238518957,-3.903738394778168
1987-02-03,8.568745825667676,-2.1659287449542135,-3.8781615624865524
1987-02-04,8.532959952002999,-2.1331049065117234,-3.798422845718281
1987-02-05,8.433151329007528,-2.097513140668585,-3.607294222895487
1987-02-06,8.447128923112873,-1.9920657877484185,-3.8515562607402445
1987-02-09,8.523220303932861,-1.9724240224606229,-3.9386342055799544
1987-02-10,8.595505502965596,-2.064996662947881,-3.781294938854075
1987-02-11,8.597176065155734,-2.019607191034221,-3.6365558029377985
1987-02-12,8.580923642245729,-1.933850608294009,-3.893212721555327
1987-02-13,8.58941883459875,-1.9986279898526014,-4.081907474149749
1987-02-17,8.591222142857262,-2.0493309553784345,-3.8364588349142337
1987-02-18,8.553857368034455,-2.0514689067615426,-3.7916907968922104
1987-02-19,8.49274033240713,-2.0842988898406265,-3.7550837566158646
1987-02-20,8.512225204722338,-2.167243412585478,-3.7430311227686515
1987-02-23,8.464490012397283,-2.158624746314816,-3.5571718809438546
1987-02-24,8.383652430793402,-2.0565102085166895,-3.516552947491215
1987-02-25,8.401642961991392,-2.040880109287575,-3.5460156345700287
1987-02-26,8.410862477855373,-2.0323435624611994,-3.5918184589703666
1987-02-27,8.387870658670318,-2.030520793238423,-3.6138241329987535
1987-03-02,8.348637865444733,-2.004314726601313,-3.5638041885521647
1987-03-03,8.372545675570029,-2.0304491950253585,-3.521303546321779
1987-03-04,8.274809515134082,-1.9469919626891734,-3.4033583726852266
1987-03-05,8.27394039750728,-1.970002870892967,-3.33581736064886
1987-03-06,8.332361597211323,-1.995722365735045,-3.258549130861618
1987-03-09,8.356824055325394,-1.9407953592146885,-3.4194380136873996
1987-03-10,8.35254959559198,-1.931222554271844,-3.3659102896547943
1987-03-11,8.364641731403156,-1.8880578867683446,-3.4779532932318484
1987-03-12,8.340107533812299,-1.8762107116792954,-3.437870982132943
1987-03-13,8.324570473758936,-1.890634154443613,-3.4779596032500177
1987-03-16,8.349994302691073,-1.919788038509076,-3.468961992093682
1987-03-17,8.339023374903839,-1.8933090698260744,-3.499591222260617
1987-03-18,8.332189024317056,-1.9510606516747482,-3.384209165493621
1987-03-19,8.325840530728307,-1.98437101206255,-3.3234482572247206
